date,source,headline,url,text,tone,goldstein_scale,actor1,actor2,event_code
2023-02-25,Bloomberg,Central banks coordinate response to market stress,https://example.com/news/20230225_6819,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,3.0361799945845958,8.510567526923591,Stock Market,Consumers,16
2023-02-25,Financial Times,Financial services show resilience in challenging market,https://example.com/news/20230225_1841,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,0.12823834938596734,3.3382663269274837,Federal Reserve,Consumers,14
2023-02-25,Reuters,Central banks coordinate response to market stress,https://example.com/news/20230225_3808,Corporate earnings disappoint as supply chain issues persist Additional context about market conditions and investor sentiment.,4.905211268379881,8.489667764595284,Investors,Government,18
2023-02-25,Bloomberg,Fed signals potential rate hikes amid inflation concerns,https://example.com/news/20230225_8377,Financial services show resilience in challenging market Additional context about market conditions and investor sentiment.,-1.212020492577548,6.593773625049839,Investors,Government,14
2023-02-25,Bloomberg,Financial services show resilience in challenging market,https://example.com/news/20230225_5924,Corporate earnings disappoint as supply chain issues persist Additional context about market conditions and investor sentiment.,5.452288205085985,-3.5297452726987655,Investors,Business,16
2023-02-26,WSJ,Fed signals potential rate hikes amid inflation concerns,https://example.com/news/20230226_1133,Central banks coordinate response to market stress Additional context about market conditions and investor sentiment.,6.3149894808988645,-8.009886431620664,Banks,Government,15
2023-02-26,Reuters,Financial services show resilience in challenging market,https://example.com/news/20230226_2074,Consumer goods face headwinds from inflation Additional context about market conditions and investor sentiment.,-9.03398567443604,3.329863657207479,Stock Market,Market,15
2023-02-26,Bloomberg,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230226_5404,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,-7.170395198286796,8.111174999194775,Federal Reserve,Consumers,14
2023-02-26,Financial Times,Central banks coordinate response to market stress,https://example.com/news/20230226_4849,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,-9.743815872481857,-2.0523993431150322,Investors,Business,15
2023-02-26,Reuters,Consumer goods face headwinds from inflation,https://example.com/news/20230226_2158,Corporate earnings disappoint as supply chain issues persist Additional context about market conditions and investor sentiment.,9.001483979464872,-0.8392285734930005,Stock Market,Financial Sector,15
2023-02-26,Bloomberg,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230226_4325,Corporate earnings disappoint as supply chain issues persist Additional context about market conditions and investor sentiment.,-8.676474507827066,-8.650855792216557,Stock Market,Government,16
2023-02-26,WSJ,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230226_6595,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,-6.208094781796767,-8.673329459978575,Federal Reserve,Government,17
2023-02-27,Bloomberg,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230227_3864,Consumer goods face headwinds from inflation Additional context about market conditions and investor sentiment.,9.190237083016907,9.793608367233563,Banks,Market,15
2023-02-27,WSJ,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230227_9314,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,6.720789569518997,7.055561025891182,Banks,Consumers,15
2023-02-27,CNBC,Corporate earnings disappoint as supply chain issues persist,https://example.com/news/20230227_4017,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,2.8109597195962466,-8.912341264103997,Banks,Government,15
2023-02-27,CNBC,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230227_7297,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,-7.030523216077881,1.5686638439643907,Stock Market,Business,17
2023-02-27,Reuters,Healthcare stocks mixed amid regulatory uncertainty,https://example.com/news/20230227_1961,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,-7.559577532032932,8.681355366303084,Economy,Market,16
2023-02-27,Financial Times,Energy sector gains on oil price recovery,https://example.com/news/20230227_3890,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,-6.408068127600308,-4.7986018534470105,Federal Reserve,Financial Sector,14
2023-02-27,Reuters,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230227_2239,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,2.399390364570857,2.447314326243255,Federal Reserve,Financial Sector,17
2023-02-27,WSJ,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230227_7397,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,-4.264446803299173,9.815374245237328,Federal Reserve,Government,14
2023-02-27,Financial Times,Energy sector gains on oil price recovery,https://example.com/news/20230227_9768,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,4.033129001669908,9.586192137224671,Federal Reserve,Consumers,15
2023-02-27,CNBC,Financial services show resilience in challenging market,https://example.com/news/20230227_9311,Consumer goods face headwinds from inflation Additional context about market conditions and investor sentiment.,1.032639498581045,-4.141938327231964,Investors,Government,18
2023-02-28,WSJ,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230228_5552,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,-5.444033211592916,9.800727498367872,Investors,Business,15
2023-02-28,Financial Times,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230228_8896,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,6.779983893093924,8.796262131031954,Banks,Financial Sector,17
2023-02-28,Bloomberg,Central banks coordinate response to market stress,https://example.com/news/20230228_4301,Consumer goods face headwinds from inflation Additional context about market conditions and investor sentiment.,2.6409065622183148,0.0614833276101967,Economy,Business,18
2023-02-28,WSJ,Consumer goods face headwinds from inflation,https://example.com/news/20230228_9918,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,-2.8919584540719145,-7.824018609086869,Federal Reserve,Government,14
2023-02-28,Financial Times,Corporate earnings disappoint as supply chain issues persist,https://example.com/news/20230228_4986,Central banks coordinate response to market stress Additional context about market conditions and investor sentiment.,1.2650966832897703,4.122719297617195,Stock Market,Consumers,15
2023-02-28,WSJ,Healthcare stocks mixed amid regulatory uncertainty,https://example.com/news/20230228_1183,Corporate earnings disappoint as supply chain issues persist Additional context about market conditions and investor sentiment.,8.879715287239026,-5.598827918035156,Banks,Financial Sector,18
2023-02-28,Reuters,Healthcare stocks mixed amid regulatory uncertainty,https://example.com/news/20230228_1149,Consumer goods face headwinds from inflation Additional context about market conditions and investor sentiment.,-1.8291347974068706,-3.3849481182732144,Economy,Market,14
2023-02-28,Financial Times,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230228_9895,Corporate earnings disappoint as supply chain issues persist Additional context about market conditions and investor sentiment.,-4.527074852969641,-1.0126727995138518,Economy,Consumers,16
2023-02-28,WSJ,Corporate earnings disappoint as supply chain issues persist,https://example.com/news/20230228_7777,Central banks coordinate response to market stress Additional context about market conditions and investor sentiment.,4.761241091827602,-2.290852806770156,Economy,Government,17
2023-02-28,Bloomberg,Corporate earnings disappoint as supply chain issues persist,https://example.com/news/20230228_9833,Central banks coordinate response to market stress Additional context about market conditions and investor sentiment.,-4.973791390371676,-6.2583521783224105,Investors,Market,14
2023-02-28,CNBC,Central banks coordinate response to market stress,https://example.com/news/20230228_5627,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,-6.269710787256311,-6.310385191080712,Banks,Market,17
2023-02-28,CNBC,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230228_4414,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,-0.1772111728137271,5.974670200637391,Economy,Business,17
2023-03-01,Reuters,Consumer goods face headwinds from inflation,https://example.com/news/20230301_5479,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,3.1911441188175904,-3.6812355679153286,Federal Reserve,Market,18
2023-03-01,Reuters,Fed signals potential rate hikes amid inflation concerns,https://example.com/news/20230301_6310,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,6.228902579882975,5.310194065991016,Stock Market,Business,14
2023-03-01,WSJ,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230301_6282,Consumer goods face headwinds from inflation Additional context about market conditions and investor sentiment.,-4.892377146405602,0.4510233751679493,Economy,Consumers,17
2023-03-01,Bloomberg,Consumer goods face headwinds from inflation,https://example.com/news/20230301_6799,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,0.6616889190775188,-7.070019650579442,Banks,Consumers,14
2023-03-01,Bloomberg,Healthcare stocks mixed amid regulatory uncertainty,https://example.com/news/20230301_1312,Consumer goods face headwinds from inflation Additional context about market conditions and investor sentiment.,-4.265403243411601,4.491149620467143,Banks,Market,18
2023-03-01,Reuters,Financial services show resilience in challenging market,https://example.com/news/20230301_7181,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,9.517645839653866,-6.5258391726589355,Economy,Financial Sector,16
2023-03-01,CNBC,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230301_9930,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,-7.100049347461026,-0.9484968640398739,Stock Market,Business,16
2023-03-01,WSJ,Energy sector gains on oil price recovery,https://example.com/news/20230301_8784,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,4.375769550995967,-9.402036257891002,Investors,Financial Sector,18
2023-03-01,CNBC,Fed signals potential rate hikes amid inflation concerns,https://example.com/news/20230301_5104,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,0.561610087433726,-6.476991386937836,Stock Market,Government,17
2023-03-01,Reuters,Energy sector gains on oil price recovery,https://example.com/news/20230301_7474,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,1.7187585808576955,-9.242339321407487,Investors,Consumers,18
2023-03-02,Reuters,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230302_5776,Financial services show resilience in challenging market Additional context about market conditions and investor sentiment.,-7.231746946102257,5.70333341412689,Economy,Financial Sector,18
2023-03-02,Bloomberg,Healthcare stocks mixed amid regulatory uncertainty,https://example.com/news/20230302_4969,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,-8.11321611552686,5.8295107212291475,Investors,Financial Sector,17
2023-03-02,Bloomberg,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230302_4765,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,7.568051632634019,-1.7838058946889745,Banks,Market,16
2023-03-02,Bloomberg,Central banks coordinate response to market stress,https://example.com/news/20230302_2522,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,-0.3628024392546658,5.835874326040614,Investors,Government,16
2023-03-02,CNBC,Central banks coordinate response to market stress,https://example.com/news/20230302_8670,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,4.147801506416129,-2.6686366273645445,Economy,Business,16
2023-03-02,Financial Times,Financial services show resilience in challenging market,https://example.com/news/20230302_5912,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,6.617880343003599,-9.710957946990714,Banks,Consumers,18
2023-03-02,Financial Times,Energy sector gains on oil price recovery,https://example.com/news/20230302_7797,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,7.7165819844115,9.168641628249175,Federal Reserve,Financial Sector,17
2023-03-02,Reuters,Consumer goods face headwinds from inflation,https://example.com/news/20230302_1300,Financial services show resilience in challenging market Additional context about market conditions and investor sentiment.,7.9993742713995,-9.988435334419039,Federal Reserve,Business,18
2023-03-02,Reuters,Financial services show resilience in challenging market,https://example.com/news/20230302_1644,Consumer goods face headwinds from inflation Additional context about market conditions and investor sentiment.,4.258617045718724,6.458545639990807,Federal Reserve,Business,18
2023-03-02,CNBC,Corporate earnings disappoint as supply chain issues persist,https://example.com/news/20230302_7602,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,9.64692657526209,-5.536453354019216,Stock Market,Financial Sector,16
2023-03-02,Financial Times,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230302_3169,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,-2.7337103700024823,-2.0067962965819253,Federal Reserve,Government,16
2023-03-03,CNBC,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230303_6070,Consumer goods face headwinds from inflation Additional context about market conditions and investor sentiment.,-5.109456009645208,9.823102752704155,Economy,Market,18
2023-03-03,Financial Times,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230303_6398,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,-6.335300502354344,0.24891220913231038,Banks,Financial Sector,14
2023-03-03,WSJ,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230303_2835,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,-2.447362064228016,2.5282058683154274,Investors,Government,18
2023-03-03,WSJ,Energy sector gains on oil price recovery,https://example.com/news/20230303_4626,Financial services show resilience in challenging market Additional context about market conditions and investor sentiment.,4.06938992288759,-3.6752060553743715,Economy,Government,15
2023-03-03,CNBC,Central banks coordinate response to market stress,https://example.com/news/20230303_2376,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,8.215698309195375,2.279183161083611,Investors,Government,15
2023-03-03,CNBC,Fed signals potential rate hikes amid inflation concerns,https://example.com/news/20230303_2813,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,-2.0596085556771615,-7.260798637792609,Stock Market,Business,16
2023-03-03,Reuters,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230303_7468,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,4.093419178158227,0.9695150164198463,Banks,Consumers,18
2023-03-03,Bloomberg,Fed signals potential rate hikes amid inflation concerns,https://example.com/news/20230303_8024,Consumer goods face headwinds from inflation Additional context about market conditions and investor sentiment.,-1.1151840005036062,3.4235688059855995,Investors,Government,18
2023-03-03,Reuters,Financial services show resilience in challenging market,https://example.com/news/20230303_1903,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,-3.620123129445547,-3.0235896276338403,Investors,Government,14
2023-03-03,Financial Times,Corporate earnings disappoint as supply chain issues persist,https://example.com/news/20230303_4135,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,9.895648560524426,0.22889547143450484,Economy,Government,14
2023-03-03,Financial Times,Financial services show resilience in challenging market,https://example.com/news/20230303_1602,Financial services show resilience in challenging market Additional context about market conditions and investor sentiment.,-4.899169876115299,4.665994289762832,Stock Market,Financial Sector,14
2023-03-04,CNBC,Financial services show resilience in challenging market,https://example.com/news/20230304_4508,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,7.091189643197122,-7.697228835414243,Federal Reserve,Government,16
2023-03-04,WSJ,Consumer goods face headwinds from inflation,https://example.com/news/20230304_9083,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,9.989796495926818,5.867662375601476,Banks,Business,16
2023-03-04,CNBC,Energy sector gains on oil price recovery,https://example.com/news/20230304_3343,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,-7.064756854372676,-0.07177252264018996,Stock Market,Government,17
2023-03-04,CNBC,Consumer goods face headwinds from inflation,https://example.com/news/20230304_5536,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,-7.43463238985457,5.405144406723801,Economy,Financial Sector,15
2023-03-04,CNBC,Fed signals potential rate hikes amid inflation concerns,https://example.com/news/20230304_3060,Financial services show resilience in challenging market Additional context about market conditions and investor sentiment.,-5.462292487923406,-6.124405762154064,Economy,Business,17
2023-03-05,WSJ,Energy sector gains on oil price recovery,https://example.com/news/20230305_7940,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,-7.750554983747819,7.716556155215615,Stock Market,Consumers,17
2023-03-05,WSJ,Consumer goods face headwinds from inflation,https://example.com/news/20230305_4467,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,2.952574538227599,2.4577565693195114,Economy,Business,17
2023-03-05,Bloomberg,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230305_9948,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,8.533906942329637,-5.033779862437761,Economy,Government,16
2023-03-05,Reuters,Energy sector gains on oil price recovery,https://example.com/news/20230305_8831,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,-1.9208501367886321,5.907021807135089,Stock Market,Consumers,14
2023-03-05,Financial Times,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230305_3505,Corporate earnings disappoint as supply chain issues persist Additional context about market conditions and investor sentiment.,5.945034020771525,4.193507384156627,Federal Reserve,Government,14
2023-03-05,Bloomberg,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230305_6405,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,-6.933175786078709,-8.800441461052031,Federal Reserve,Financial Sector,15
2023-03-05,Bloomberg,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230305_9429,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,8.3984953346894,3.1654619694718966,Banks,Government,16
2023-03-05,Reuters,Corporate earnings disappoint as supply chain issues persist,https://example.com/news/20230305_3743,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,-1.582850400998821,2.218801062102229,Stock Market,Financial Sector,17
2023-03-06,Reuters,Financial services show resilience in challenging market,https://example.com/news/20230306_4836,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,1.3233939708886888,1.9354033091017842,Federal Reserve,Financial Sector,17
2023-03-06,CNBC,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230306_4830,Central banks coordinate response to market stress Additional context about market conditions and investor sentiment.,7.898686737733813,-7.617640839230346,Investors,Business,14
2023-03-06,Financial Times,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230306_9144,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,8.549898963461759,8.090230494695485,Economy,Government,16
2023-03-06,Bloomberg,Energy sector gains on oil price recovery,https://example.com/news/20230306_7633,Financial services show resilience in challenging market Additional context about market conditions and investor sentiment.,9.09690648889242,2.5302254858597006,Banks,Business,14
2023-03-06,Reuters,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230306_9365,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,1.232173421988061,6.897943592675169,Stock Market,Consumers,16
2023-03-06,Financial Times,Energy sector gains on oil price recovery,https://example.com/news/20230306_3069,Corporate earnings disappoint as supply chain issues persist Additional context about market conditions and investor sentiment.,0.1009130925213908,6.597480425555549,Federal Reserve,Government,15
2023-03-06,Financial Times,Central banks coordinate response to market stress,https://example.com/news/20230306_4908,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,1.1817582391285075,9.515702639904633,Investors,Market,14
2023-03-06,Financial Times,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230306_5168,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,9.238675480675516,2.1360645454644134,Federal Reserve,Business,18
2023-03-06,WSJ,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230306_3473,Corporate earnings disappoint as supply chain issues persist Additional context about market conditions and investor sentiment.,-0.8427315448038986,7.497880136061104,Federal Reserve,Market,18
2023-03-06,Bloomberg,Central banks coordinate response to market stress,https://example.com/news/20230306_4422,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,3.109406626341391,-0.9714776976999251,Economy,Consumers,15
2023-03-06,CNBC,Financial services show resilience in challenging market,https://example.com/news/20230306_1955,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,-1.1300330801246594,-7.8131024106301545,Federal Reserve,Business,15
2023-03-06,Bloomberg,Healthcare stocks mixed amid regulatory uncertainty,https://example.com/news/20230306_6927,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,-5.610162301123194,-3.8971386202754132,Economy,Consumers,15
2023-03-06,Financial Times,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230306_5956,Financial services show resilience in challenging market Additional context about market conditions and investor sentiment.,8.809092570296404,-7.690230350272522,Stock Market,Financial Sector,16
2023-03-06,Reuters,Financial services show resilience in challenging market,https://example.com/news/20230306_7285,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,2.850094806657011,5.417661407633412,Banks,Market,15
2023-03-07,Bloomberg,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230307_5322,Financial services show resilience in challenging market Additional context about market conditions and investor sentiment.,7.767156863349625,-2.189574088638173,Federal Reserve,Business,17
2023-03-07,Financial Times,Consumer goods face headwinds from inflation,https://example.com/news/20230307_5744,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,-5.327528502794873,0.7008150840742999,Banks,Market,17
2023-03-07,Bloomberg,Financial services show resilience in challenging market,https://example.com/news/20230307_1827,Financial services show resilience in challenging market Additional context about market conditions and investor sentiment.,-2.8643162052588256,0.8139919668732132,Federal Reserve,Market,16
2023-03-07,CNBC,Central banks coordinate response to market stress,https://example.com/news/20230307_2335,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,-1.9656933135802368,3.8059271342621126,Stock Market,Consumers,14
2023-03-07,CNBC,Central banks coordinate response to market stress,https://example.com/news/20230307_7218,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,-7.6863492420462425,7.798662577891489,Investors,Market,14
2023-03-07,CNBC,Central banks coordinate response to market stress,https://example.com/news/20230307_9089,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,-8.274738942796315,0.39154973115412384,Banks,Market,17
2023-03-08,Reuters,Consumer goods face headwinds from inflation,https://example.com/news/20230308_8710,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,-2.8780376978465316,5.162790477419621,Economy,Business,14
2023-03-08,CNBC,Financial services show resilience in challenging market,https://example.com/news/20230308_1344,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,-2.4709014449089572,8.899357311507357,Banks,Government,14
2023-03-08,Bloomberg,Energy sector gains on oil price recovery,https://example.com/news/20230308_9186,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,5.140357625539977,-9.81160745334674,Stock Market,Consumers,16
2023-03-08,Bloomberg,Consumer goods face headwinds from inflation,https://example.com/news/20230308_3434,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,6.966942816491857,3.522566082277294,Stock Market,Market,15
2023-03-08,Financial Times,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230308_4271,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,-5.221232780236738,1.2930696591065094,Stock Market,Government,15
2023-03-08,Reuters,Consumer goods face headwinds from inflation,https://example.com/news/20230308_7445,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,-1.0828870624078624,-3.713881463969997,Banks,Financial Sector,15
2023-03-09,Financial Times,Corporate earnings disappoint as supply chain issues persist,https://example.com/news/20230309_7869,Consumer goods face headwinds from inflation Additional context about market conditions and investor sentiment.,-5.496383417978423,-3.241486264336455,Stock Market,Business,14
2023-03-09,CNBC,Healthcare stocks mixed amid regulatory uncertainty,https://example.com/news/20230309_8757,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,1.949418306210391,-2.4750840917925188,Stock Market,Market,14
2023-03-09,CNBC,Central banks coordinate response to market stress,https://example.com/news/20230309_2866,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,-3.7430940821037995,2.1463566022076197,Stock Market,Government,15
2023-03-09,CNBC,Central banks coordinate response to market stress,https://example.com/news/20230309_7428,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,8.82038147894022,-4.183979748558329,Investors,Market,15
2023-03-09,Reuters,Fed signals potential rate hikes amid inflation concerns,https://example.com/news/20230309_6025,Financial services show resilience in challenging market Additional context about market conditions and investor sentiment.,9.475909949993797,-7.237580770807468,Economy,Consumers,18
2023-03-09,Bloomberg,Consumer goods face headwinds from inflation,https://example.com/news/20230309_2510,Healthcare stocks mixed amid regulatory uncertainty Additional context about market conditions and investor sentiment.,-6.27344743380309,3.0898365188675436,Stock Market,Market,16
2023-03-09,WSJ,Energy sector gains on oil price recovery,https://example.com/news/20230309_4681,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,-7.524774093144337,7.881866565334765,Banks,Consumers,17
2023-03-09,Bloomberg,Healthcare stocks mixed amid regulatory uncertainty,https://example.com/news/20230309_2529,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,1.4229705816816107,5.889430097378141,Banks,Government,18
2023-03-09,CNBC,Corporate earnings disappoint as supply chain issues persist,https://example.com/news/20230309_4467,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,-7.536450355550748,-0.20255764289213385,Economy,Market,14
2023-03-10,Bloomberg,Stocks tumble on recession fears and geopolitical tensions,https://example.com/news/20230310_4630,Consumer goods face headwinds from inflation Additional context about market conditions and investor sentiment.,8.174395548648386,6.352462899382376,Economy,Market,17
2023-03-10,WSJ,Fed signals potential rate hikes amid inflation concerns,https://example.com/news/20230310_5164,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,-7.2863200732708915,9.433806397756445,Stock Market,Market,18
2023-03-10,CNBC,Financial services show resilience in challenging market,https://example.com/news/20230310_8215,Corporate earnings disappoint as supply chain issues persist Additional context about market conditions and investor sentiment.,-8.248718448227269,7.6832697859872034,Stock Market,Financial Sector,14
2023-03-10,Reuters,Financial services show resilience in challenging market,https://example.com/news/20230310_7845,Central banks coordinate response to market stress Additional context about market conditions and investor sentiment.,-4.230760016843973,-4.50588125106502,Stock Market,Consumers,17
2023-03-10,Reuters,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230310_9571,Stocks tumble on recession fears and geopolitical tensions Additional context about market conditions and investor sentiment.,5.677209554051772,5.106875345778111,Banks,Business,14
2023-03-10,WSJ,Consumer goods face headwinds from inflation,https://example.com/news/20230310_3474,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,-3.657512948637711,2.994271874137868,Banks,Consumers,16
2023-03-10,WSJ,Financial services show resilience in challenging market,https://example.com/news/20230310_7879,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,-5.10208418924546,-2.706063378827135,Federal Reserve,Business,14
2023-03-10,Reuters,Healthcare stocks mixed amid regulatory uncertainty,https://example.com/news/20230310_8606,Fed signals potential rate hikes amid inflation concerns Additional context about market conditions and investor sentiment.,6.057563603070255,-2.9369248770403433,Economy,Market,14
2023-03-10,Financial Times,Central banks coordinate response to market stress,https://example.com/news/20230310_4643,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,-9.464455261686947,2.740018165827345,Investors,Government,15
2023-03-10,Reuters,Tech stocks rally on strong earnings and AI optimism,https://example.com/news/20230310_1512,Energy sector gains on oil price recovery Additional context about market conditions and investor sentiment.,5.276582157301433,-6.806355079919896,Banks,Financial Sector,15
2023-03-11,CNBC,Market volatility spikes as investors react to economic uncertainty,https://example.com/news/20230311_5165,Market volatility spikes as investors react to economic uncertainty Additional context about market conditions and investor sentiment.,1.4761605922145948,1.027906377977561,Stock Market,Consumers,18
2023-03-11,Reuters,Central banks coordinate response to market stress,https://example.com/news/20230311_8851,Tech stocks rally on strong earnings and AI optimism Additional context about market conditions and investor sentiment.,4.058582081605746,6.376977204822101,Stock Market,Business,18
